image_name,labels
1624327730-724308490.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326572-352169988.png,"['gravel', 'grass', 'structure', 'rock', 'sky', 'tree-trunk', 'tree-foliage']"
1624327804-156887540.png,"['log', 'grass', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326966-851314970.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328451-583272593.png,"['grass', 'structure', 'other-terrain', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329159-109251168.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328459-891258594.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328431-348686984.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327670-155858775.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326836-535350046.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327828-679168094.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325450-763934629.png,"['gravel', 'other-object', 'grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325408-084579247.png,"['other-object', 'log', 'grass', 'rock', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326692-417665324.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328831-141635038.png,"['other-object', 'log', 'grass', 'water', 'sky', 'tree-trunk', 'tree-foliage']"
1624329432-943595827.png,"['grass', 'fence', 'structure', 'sky', 'vehicle', 'tree-trunk', 'tree-foliage']"
1624328448-768816925.png,"['other-object', 'log', 'sky', 'tree-trunk', 'tree-foliage']"
1624327340-580781558.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326199-762268052.png,"['grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328114-170337859.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325626-305160064.png,"['other-object', 'log', 'grass', 'sky', 'tree-trunk', 'tree-foliage']"
1624325845-999685441.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327196-329527314.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326132-628961033.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327598-599303895.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1624329283-863148319.png,"['log', 'sky', 'tree-trunk', 'tree-foliage']"
1624329231-401587356.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327054-152998241.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326683-378102383.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325585-300817337.png,"['grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328841-860911186.png,"['other-object', 'grass', 'water', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327207-050044707.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327656-018685415.png,"['dirt', 'sky', 'tree-trunk', 'tree-foliage']"
1624328354-164021032.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327119-545541191.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327053-751161779.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325681-915514169.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326783-336946794.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328731-981006291.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325502-756338422.png,"['gravel', 'grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328180-365341802.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327068-360027090.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328110-619580184.png,"['log', 'grass', 'sky', 'tree-trunk', 'tree-foliage']"
1624325519-307086843.png,"['grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328836-500683099.png,"['other-object', 'log', 'grass', 'mud', 'water', 'sky', 'tree-trunk', 'tree-foliage']"
1624325454-917948718.png,"['gravel', 'grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329171-035172663.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328203-078447126.png,"['sky', 'tree-trunk', 'tree-foliage']"
1624328699-417635537.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325829-384803062.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327707-341106356.png,"['dirt', 'sky', 'tree-trunk', 'tree-foliage']"
1624327893-736550969.png,"['other-object', 'grass', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327236-662605557.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328306-660695878.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326482-107621878.png,"['gravel', 'grass', 'structure', 'sky', 'tree-trunk', 'tree-foliage']"
1624327172-611149360.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325618-600492753.png,"['dirt', 'grass', 'tree-trunk', 'tree-foliage']"
1624325525-201447283.png,"['gravel', 'grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325962-848488115.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326770-673782381.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327929-319040031.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329282-925054502.png,"['other-object', 'grass', 'sky', 'tree-trunk', 'tree-foliage']"
1624328028-944041904.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328707-055709664.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327365-102523845.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327266-477665292.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329015-393697994.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326049-145166705.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327048-122997744.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327541-045846172.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328080-131961917.png,"['dirt', 'grass', 'tree-trunk', 'tree-foliage']"
1624326111-793269484.png,"['log', 'grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326313-328316234.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327714-510192281.png,"['dirt', 'sky', 'tree-trunk', 'tree-foliage']"
1624326512-722482731.png,"['gravel', 'other-object', 'grass', 'structure', 'sky', 'tree-trunk', 'tree-foliage']"
1624327475-052960232.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325707-844791746.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325597-227219624.png,"['other-object', 'grass', 'structure', 'rock', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328636-906246340.png,"['dirt', 'sky', 'tree-trunk', 'tree-foliage']"
1624329182-829991094.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328909-799286559.png,"['other-object', 'grass', 'water', 'sky', 'tree-trunk', 'tree-foliage']"
1624327842-012183576.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326022-078587885.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328443-475621852.png,"['other-object', 'grass', 'structure', 'water', 'other-terrain', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326087-670323413.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327995-376310374.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328454-999948977.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325875-010873713.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327537-965369307.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325929-683262328.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327969-247508491.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327110-239721073.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327833-505626597.png,"['dirt', 'grass', 'tree-trunk', 'tree-foliage']"
1624328161-738602163.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329176-394262486.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327277-398811431.png,"['dirt', 'grass', 'tree-trunk', 'tree-foliage']"
1624327237-869184981.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327906-600634093.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327585-668218319.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329067-786837524.png,"['log', 'grass', 'rock', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327919-737826541.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326205-327370950.png,"['other-object', 'sky', 'tree-trunk', 'tree-foliage']"
1624329097-400686341.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327933-266933072.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328454-530840513.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329409-556079143.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325880-973924242.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326763-035684925.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325629-320664466.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327683-757188656.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325407-146552217.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328219-963034916.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328202-943903667.png,"['sky', 'tree-trunk', 'tree-foliage']"
1624328974-320760864.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326828-964263842.png,"['log', 'grass', 'rock', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326622-205211939.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325438-502876228.png,"['gravel', 'other-object', 'grass', 'structure', 'sky', 'tree-trunk', 'tree-foliage']"
1624326169-277052847.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327390-495700011.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329304-770680832.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328090-852142397.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326488-802868002.png,"['gravel', 'other-object', 'grass', 'structure', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328303-111163960.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327058-508052423.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328922-931367137.png,"['grass', 'water', 'sky', 'tree-trunk', 'tree-foliage']"
1624328978-876814434.png,"['sky', 'grass', 'tree-trunk', 'tree-foliage']"
1624327772-130636999.png,"['log', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327767-708885660.png,"['dirt', 'sky', 'tree-trunk', 'tree-foliage']"
1624328612-718987101.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326846-250442611.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327003-232603884.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327456-496343743.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327529-588720389.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327823-721108037.png,"['dirt', 'sky', 'tree-trunk', 'tree-foliage']"
1624326561-498197926.png,"['gravel', 'other-object', 'grass', 'structure', 'rock', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326724-580749676.png,"['log', 'grass', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328020-769575504.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328147-735450156.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325313-412878219.png,"['gravel', 'other-object', 'grass', 'structure', 'rock', 'other-terrain', 'sky', 'bush', 'tree-trunk', 'tree-foliage']"
1624326934-624628910.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328275-841485329.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329127-014972460.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325612-369038990.png,"['log', 'grass', 'rock', 'sky', 'tree-trunk', 'tree-foliage']"
1624327322-959169806.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328746-251199769.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327194-720638860.png,"['other-object', 'log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325633-072099240.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326048-408108533.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327911-625817983.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329053-319479632.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326627-158620149.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326825-078795779.png,"['grass', 'rock', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327769-187652826.png,"['dirt', 'grass', 'tree-trunk', 'tree-foliage']"
1624328314-298709330.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327224-267405222.png,"['gravel', 'log', 'grass', 'rock', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327997-922379064.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326027-369957332.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327091-338264543.png,"['log', 'grass', 'other-terrain', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328167-299608282.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325626-908100079.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327581-849787398.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327739-367332767.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326707-564771704.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327438-067286239.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326058-994168712.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326389-105811619.png,"['gravel', 'grass', 'sky', 'tree-trunk', 'tree-foliage']"
1624329349-121737696.png,"['other-object', 'log', 'grass', 'fence', 'sky', 'bush', 'dirt', 'vehicle', 'tree-trunk', 'tree-foliage']"
1624327339-781673275.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326842-364400215.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328663-237532899.png,"['log', 'grass', 'rock', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328043-214709038.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328981-221887417.png,"['sky', 'tree-trunk', 'tree-foliage']"
1624325392-205457216.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328129-109333172.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327115-659519884.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328118-121358510.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328836-903149449.png,"['other-object', 'log', 'grass', 'water', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327620-039460943.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328578-347752510.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328646-487360561.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327502-721571598.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624325869-248713479.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327464-732327012.png,"['grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327479-338370519.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328322-539754130.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327841-610178242.png,"['log', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326173-498061036.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327728-580386358.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624328156-043434908.png,"['log', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327521-682781261.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624326030-318026941.png,"['other-object', 'grass', 'sky', 'dirt', 'tree-trunk', 'tree-foliage']"
1624329427-378226195.png,"['other-object', 'log', 'grass', 'structure', 'sky', 'bush', 'dirt', 'tree-trunk', 'tree-foliage']"
1624327842-615199115.png,"['dirt', 'tree-trunk', 'tree-foliage']"
1624328872-480005080.png,"['other-object', 'grass', 'water', 'sky', 'tree-trunk', 'tree-foliage']"
